fid,class,natura_cod,status,area,region
115590,forest,,,2845.67929,Harju
115612,forest,,,1675.6973,Harju
115619,forest,,,8298.45092,Harju
115621,forest,,,368.645366,Harju
115627,forest,,,714.221964,Harju
115628,forest,,,7537.05313,Harju
115629,forest,,,342.961123,Harju
115632,forest,,,353.534765,Harju
115719,forest,,,85244.2929,Harju
115761,forest,,,371.876635,Harju
115785,forest,,,1750.3843,Harju
115795,forest,,,234.398396,Harju
115800,forest,,,292.902071,Harju
115809,forest,,,1005.83365,Harju
115810,forest,,,24662.6798,Harju
115813,forest,,,733.046003,Harju
115822,forest,,,1353.33111,Harju
115824,forest,,,924.165548,Harju
115856,forest,,,601.917457,Harju
115862,forest,,,234.363089,Harju
115863,forest,,,169.436458,Harju
115875,forest,,,1344.7685,Harju
115885,forest,,,4409.0805,Harju
115888,forest,,,216.42985,Harju
115896,forest,,,1249.90075,Harju
115917,forest,,,10952.874,Harju
115918,forest,,,393.574595,Harju
115924,forest,,,2006.46803,Harju
115934,forest,,,2940.05819,Harju
116077,perm,,,198.875576,Harju
116118,perm,,,195.806294,Harju
116124,perm,,,62.1854174,Harju
116232,perm,,,1014.77177,Harju
116298,perm,,,1.02951841,Harju
116358,perm,,,264.240444,Harju
116383,perm,,,37.0421985,Harju
116426,perm,,,18.9880788,Harju
116433,perm,,,48.8949683,Harju
116542,perm,,,4.90589587,Harju
117017,perm,,,143.176278,Harju
117022,perm,,,210.104414,Harju
117073,perm,,,20.6320177,Harju
117112,perm,,,19.6253901,Harju
117609,perm,,,0.39453049,Harju
117612,perm,,,664.293199,Harju
117813,perm,,,574.182025,Harju
117929,perm,,,91.869001,Harju
117937,perm,,,664.061572,Harju
117955,perm,,,1057.70419,Harju
118014,perm,,,266.120898,Harju
118091,perm,,,23.8464037,Harju
118222,perm,,,204.067399,Harju
118303,perm,,,56.458416,Harju
118357,perm,,,49.5112826,Harju
118375,perm,,,8.46726427,Harju
118410,perm,,,127.156084,Harju
